Date,nav,daily_return,log_return,cum_return,rolling_mean_30d,rolling_vol_30d,Average_AUM,AUM_Growth_Rate,Cumulative_AUM_Growth,TER,ter_change,ter_rolling_mean_30d,Repo_Rate,SDF_Rate,MSF_Rate,Cash Reserve Ratio (CRR),Gsec_10Y_Yield,CPI_Index,CPI_Inflation,Repo_Gsec_Spread,Real_Repo_Rate,Policy_Corridor,Gsec_10Y_Closing_Price,cum_max_nav,drawdown,max_drawdown,rolling_peak_30d,rolling_drawdown_30d,risk_free_daily,excess_return,rolling_sharpe_30d,downside,rolling_sortino_30d
2020-12-22,30.5098,0.0007281648932679,0.0007278999098387,0.0314194534218603,8.329265828083132e-05,0.00145805972079,133925.63,0.0,0.0,0.25,0.0,0.25,4.0,,4.25,3.0,5.951,157.3,-1.0069225928256764,-1.951,5.007,,963.71,30.5578,-0.001570793708971255,-0.005820213506309415,30.5578,-0.001570793708971255,0.00015873015873015873,0.0005694347345377412,-0.0517382788741105,0.0,-0.07558093832733186
2020-12-23,30.5629,0.0017404243882293,0.0017389116047062,0.03321456099309,0.000119401911221,0.0014859092999457,133925.63,0.0,0.0,0.25,0.0,0.25,4.0,,4.25,3.0,5.95,157.3,-1.0069225928256764,-1.95,5.007,,963.67,30.5629,0.0,-0.005820213506309415,30.5629,0.0,0.00015873015873015873,0.0015816942294991413,-0.026467461715590147,0.0,-0.039403026767931434
2020-12-24,30.5601,-9.161434287974224e-05,-9.161853972998262e-05,0.0331199037200307,0.0002632334088528,0.0012172530581534,133925.63,0.0,0.0,0.25,0.0,0.25,4.0,,4.25,3.0,5.929,157.3,-1.0069225928256764,-1.929,5.007,,964.78,30.5629,-9.161434287978497e-05,-0.005820213506309415,30.5629,-9.161434287978497e-05,0.00015873015873015873,-0.00025034450160990097,0.08585170472373947,-9.161434287974224e-05,0.15520080970476696
2020-12-28,30.6095,0.0016164868570456,0.0016151817484374,0.0347899284661465,0.0003554843115458,0.0012112299724075,133925.63,0.0,0.0,0.25,0.0,0.25,4.0,,4.25,3.0,5.925,157.3,-1.0069225928256764,-1.925,5.007,,966.0,30.6095,0.0,-0.005820213506309415,30.6095,0.0,0.00015873015873015873,0.0014577566983154412,0.16244161496809342,0.0,0.298589540765899
2020-12-29,30.6041,-0.0001764158186184,-0.0001764313817194,0.034607375153818,0.0003442106643386,0.0012146640253208,133925.63,0.0,0.0,0.25,0.0,0.25,4.0,,4.25,3.0,5.927,157.3,-1.0069225928256764,-1.927,5.007,,965.34,30.6095,-0.0001764158186184559,-0.005820213506309415,30.6095,-0.0001764158186184559,0.00015873015873015873,-0.00033514597734855876,0.15270107761649507,-0.0001764158186184,0.28239011994443036
2020-12-30,30.6211,0.0005554811283454,0.0005553269058126,0.035182080025963,0.0003100147316009,0.0011928793073405,133925.63,0.0,0.0,0.25,0.0,0.25,4.0,,4.25,3.0,5.899,157.3,-1.0069225928256764,-1.899,5.007,,966.54,30.6211,0.0,-0.005820213506309415,30.6211,0.0,0.00015873015873015873,0.00039675096961524125,0.12682303393127078,0.0,0.23032754056047564
2020-12-31,30.6315,0.0003396350882234,0.0003395774252827,0.0355336641830401,0.0002580495601806,0.0011546333063538,133925.63,0.0,0.0,0.25,0.0,0.25,4.0,,4.25,3.0,5.894,157.3,-1.0069225928256764,-1.894,5.007,,966.86,30.6315,0.0,-0.005820213506309415,30.6315,0.0,0.00015873015873015873,0.0001809049294932413,0.08601813311982226,0.0,0.1512116736818973
2021-01-01,30.586,-0.0014853990173514,-0.0014865033161568,0.0339954834958282,0.0001864938130881,0.0011946083014807,179128.44,33.75217275438614,33.75217275438614,0.25,0.0,0.25,4.0,,4.25,3.0,5.898,156.3,-0.6357279084551859,-1.898,4.636,,966.18,30.6315,-0.001485399017351437,-0.005820213506309415,30.6315,-0.001485399017351437,0.00015873015873015873,-0.0016441291760815587,0.02324080146066782,-0.0014853990173514,0.04040631009755915
2021-01-04,30.6309,0.0014679918917153,0.0014669154449662,0.0355133804816703,0.0002275362922421,0.0012173283519484,179128.44,0.0,33.75217275438614,0.25,0.0,0.25,4.0,,4.25,3.0,5.858,156.3,-0.6357279084551859,-1.858,4.636,,969.72,30.6315,-1.9587679349643394e-05,-0.005820213506309415,30.6315,-1.9587679349643394e-05,0.00015873015873015873,0.0013092617329851413,0.05652224677246694,0.0,0.10013818539340374
2021-01-05,30.6684,0.0012242539396492,0.0012235051518701,0.0367811118172842,0.0002776578249942,0.0012266560356987,179128.44,0.0,33.75217275438614,0.25,0.0,0.25,4.0,,4.25,3.0,5.85,156.3,-0.6357279084551859,-1.85,4.636,,969.83,30.6684,0.0,-0.005820213506309415,30.6684,0.0,0.00015873015873015873,0.0010655237809190413,0.09695274209149583,0.0,0.17229154226177273
2021-01-06,30.6577,-0.0003488933234208,-0.0003489542008566,0.0364193858095225,0.0002777548331691,0.0012266046531777,179128.44,0.0,33.75217275438614,0.25,0.0,0.25,4.0,,4.25,3.0,5.894,156.3,-0.6357279084551859,-1.894,4.636,,967.81,30.6684,-0.0003488933234208479,-0.005820213506309415,30.6684,-0.0003488933234208479,0.00015873015873015873,-0.0005076234821509587,0.09703589019548034,-0.0003488933234208,0.17243170141205647
2021-01-07,30.6194,-0.0012492783215961,-0.0012500593202828,0.0351246095387485,0.0002731687500991,0.0012322230601326,179128.44,0.0,33.75217275438614,0.25,0.0,0.25,4.0,,4.25,3.0,5.892,156.3,-0.6357279084551859,-1.892,4.636,,967.42,30.6684,-0.00159773578015154,-0.005820213506309415,30.6684,-0.00159773578015154,0.00015873015873015873,-0.0014080084803262587,0.09287165211524621,-0.0012492783215961,0.1644545939057907
